Production Line Tag,Manufactured Part Code,Shift Date,Gross Quantity Produced,Conforming Quality Qty,Unplanned Downtime Duration
LIN-EDR-01,PRD-STA-320,2024-12-02,973,908,3.1 hrs
LIN-PNT-01-9,PRD-HSG-450-9,2025-12-17,3357,3215,58
LIN-CNC-02-9,,2024-12-14,,,Line Maintenance
LIN-WLD-02-7,PRD-PLT-005-7,2025-01-28,1462,1433,15 min
LIN-CNC-01-5,PRD-FLG-880-5,2024-03-15,2481,2405,1.9 hrs
LIN-CNC-01-2,PRD-VAL-101-2,2025-07-22,1592,1496,4
LIN-EDR-01-8,PRD-STA-320-8,2024-11-13,1267,1228,12 min
LIN-EDR-02,PRD-MOT-500,2025-01-24,1404,1289,1.3 hrs
LIN-WLD-02-3,PRD-PLT-005-3,2025-04-14,1325,1250,26
LIN-CNC-02-9,,2024-05-06,,,Line Maintenance
LIN-PNT-01-8,PRD-HSG-450-8,2024-02-23,2611,2589,7 min
LIN-EDR-01-5,PRD-STA-320-5,2026-03-05,985,927,3 min
LIN-WLD-01-6,PRD-CHS-010-6,2026-03-20,697,638,38
LIN-CNC-02-9,PRD-BRK-220-9,2024-01-23,1618,1584,25
LIN-PNT-01-3,PRD-FLG-880-3,2024-05-27,3105,3090,48 min
LIN-EDR-01-7,PRD-STA-320-7,2024-12-25,1283,1246,185 mins
LIN-PRS-01-2,PRD-BRK-220-2,2026-01-17,848,796,34
LIN-CNC-01-9,PRD-VAL-101-9,2025-08-05,1805,1703,6
LIN-WLD-01-6,PRD-CHS-010-6,2025-10-15,1044,983,20
LIN-PNT-01,PRD-FLG-880,2026-06-19,2437,2206,98
LIN-WLD-02-8,PRD-PLT-005-8,2024-10-24,1448,1401,104 mins
LIN-EDR-02-4,PRD-MOT-500-4,2026-06-01,1437,1425,107 mins
LIN-PRS-01-3,PRD-PLT-005-3,2025-08-20,2623,2331,40 min
LIN-WLD-02-4,PRD-PLT-005-4,2025-12-01,1225,1136,54
LIN-CNC-01,PRD-VAL-101,2025-02-27,2136,2110,54 min
LIN-CNC-02-2,PRD-FLG-880-2,2025-08-01,2244,2186,42 min
LIN-PRS-01-9,,2024-12-17,,,Line Maintenance
LIN-CNC-02,PRD-BRK-220,2025-11-24,2515,2478,43 min
LIN-CNC-02,PRD-BRK-220,2025-11-03,2339,2229,6 min
LIN-CNC-01-10,PRD-FLG-880-10,2025-11-07,1617,1550,35
LIN-WLD-02-8,PRD-CHS-010-8,2024-05-28,1170,1128,23
LIN-WLD-02-5,PRD-PLT-005-5,2024-10-10,1127,1065,4
LIN-PNT-01-7,PRD-FLG-880-7,2024-06-21,1960,1918,58 min
LIN-WLD-02-4,PRD-CHS-010-4,2026-04-03,1422,1402,11 min
LIN-PRS-01-9,PRD-BRK-220-9,2025-06-09,2474,2399,17
LIN-WLD-02-6,PRD-CHS-010-6,2025-10-30,1059,998,14 min
LIN-CNC-01-5,PRD-VAL-101-5,2024-06-04,1512,1474,38 min
LIN-CNC-01-7,PRD-VAL-101-7,2025-07-16,2072,1936,18 min
LIN-PRS-01-8,PRD-PLT-005-8,2024-11-01,3653,3279,51 min
LIN-EDR-02-5,PRD-MOT-500-5,2024-04-24,1200,1193,31
LIN-PNT-01-8,PRD-HSG-450-8,2025-08-08,2417,2345,38
LIN-PNT-01-7,PRD-FLG-880-7,2024-02-05,2649,2396,20
LIN-PNT-01-6,PRD-FLG-880-6,2024-08-21,2865,2829,34
LIN-CNC-01-2,PRD-FLG-880-2,2024-01-02,1470,1459,1.2 hrs
LIN-WLD-02-6,PRD-PLT-005-6,2024-04-02,1222,1181,6
LIN-WLD-02,PRD-PLT-005,2024-12-26,1086,1084,-
LIN-PNT-01-3,PRD-FLG-880-3,2025-01-30,2266,2213,63
LIN-CNC-01-5,PRD-VAL-101-5,2025-12-30,2469,2292,124 mins
LIN-PNT-01-10,PRD-HSG-450-10,2024-05-15,2935,2753,75
LIN-CNC-02-2,PRD-BRK-220-2,2025-12-18,3096,2718,50
LIN-EDR-02,PRD-MOT-500,2024-04-07,516,495,12
LIN-WLD-02-4,PRD-PLT-005-4,2025-05-21,1250,1221,14 min
LIN-WLD-02-3,,2024-02-07,,,Line Maintenance
LIN-PNT-01,PRD-FLG-880,2026-02-23,3196,3161,54
LIN-EDR-02-7,PRD-MOT-500-7,2025-10-03,1525,1503,3 min
LIN-PNT-01-3,PRD-FLG-880-3,2024-01-30,2400,2341,2.5 hrs
LIN-CNC-02-2,PRD-FLG-880-2,2025-04-25,2090,1986,20 min
LIN-PNT-01-6,PRD-HSG-450-6,2024-09-03,2953,2820,18 min
LIN-EDR-02-8,PRD-MOT-500-8,2025-06-20,1591,1439,31
LIN-CNC-01-8,PRD-VAL-101-8,2024-09-28,451,431,37 min
LIN-EDR-02-2,PRD-MOT-500-2,2024-06-06,1420,1395,164
LIN-CNC-01-6,PRD-VAL-101-6,2026-03-14,694,636,1.9 hrs
LIN-PRS-01-5,PRD-BRK-220-5,2026-03-13,2403,2381,46
LIN-PRS-01-3,PRD-PLT-005-3,2025-09-21,1456,1434,3
LIN-WLD-02-4,PRD-PLT-005-4,2026-05-29,1476,1443,41 min
LIN-WLD-02,PRD-CHS-010,2025-08-05,1265,1175,5
LIN-CNC-01-7,PRD-VAL-101-7,2025-11-24,1866,1820,3
LIN-PNT-01-3,PRD-FLG-880-3,2026-02-26,3375,3114,188 mins
LIN-WLD-02-5,PRD-CHS-010-5,2025-07-28,1233,1143,64
LIN-EDR-01-6,PRD-STA-320-6,2025-12-26,1248,1166,20
LIN-PRS-01-2,PRD-BRK-220-2,2024-07-01,3546,3497,2.3 hrs
LIN-PNT-01-9,PRD-HSG-450-9,2025-11-03,3381,3251,4
LIN-PNT-01-6,PRD-FLG-880-6,2024-12-27,3379,3323,83
LIN-PNT-01-4,PRD-HSG-450-4,2024-04-17,3235,3143,13
LIN-CNC-02-4,PRD-FLG-880-4,2025-12-26,2130,2122,69
LIN-PNT-01-8,PRD-FLG-880-8,2024-02-07,2831,2714,1
LIN-PRS-01-4,PRD-PLT-005-4,2025-09-12,3249,3131,217 mins
LIN-PNT-01-6,PRD-HSG-450-6,2026-01-22,3657,3448,1.6 hrs
LIN-PNT-01,PRD-HSG-450,2025-03-27,2866,2801,29
LIN-CNC-01-10,PRD-VAL-101-10,2025-09-03,1579,1528,8 min
LIN-CNC-01-9,PRD-FLG-880-9,2024-03-06,1514,1482,1.6 hrs
LIN-PNT-01-10,PRD-HSG-450-10,2024-11-01,2597,2274,37
LIN-PNT-01-8,PRD-HSG-450-8,2025-09-19,3073,2912,171
LIN-CNC-02-4,PRD-FLG-880-4,2025-03-17,2678,2566,3
LIN-WLD-02-6,PRD-CHS-010-6,2025-04-25,954,853,1.6 hrs
LIN-PRS-01-6,PRD-BRK-220-6,2026-02-27,3318,3279,23
LIN-PRS-01-9,PRD-BRK-220-9,2026-02-13,3704,3681,37
LIN-WLD-02,PRD-PLT-005,2024-12-02,816,758,-
LIN-CNC-01-5,PRD-VAL-101-5,2024-12-25,1323,1303,102
LIN-CNC-02-4,PRD-FLG-880-4,2025-12-30,2843,2784,110
LIN-PNT-01-6,PRD-HSG-450-6,2024-05-14,2877,2681,39
LIN-PNT-01-4,PRD-FLG-880-4,2025-03-27,3486,3445,5
LIN-PRS-01-4,PRD-BRK-220-4,2024-03-20,3193,3154,6 min
LIN-CNC-01-2,PRD-VAL-101-2,2024-07-23,1789,1754,1.2 hrs
LIN-CNC-02-6,PRD-FLG-880-6,2025-04-23,1918,1882,1.9 hrs
LIN-EDR-01-3,,2026-01-26,,,Line Maintenance
LIN-PNT-01-9,PRD-HSG-450-9,2025-08-04,2652,2535,35 min
LIN-PRS-01,,2025-08-21,,,Line Maintenance
LIN-WLD-02-10,PRD-PLT-005-10,2026-02-13,1156,1132,31 min
LIN-WLD-02-10,PRD-PLT-005-10,2024-11-01,1015,927,18
LIN-PNT-01,PRD-HSG-450,2024-10-28,3610,3465,40
LIN-EDR-02-3,PRD-MOT-500-3,2025-08-01,1172,1149,1
LIN-EDR-02-8,PRD-MOT-500-8,2025-02-26,1380,1340,40 min
LIN-PRS-01-9,PRD-BRK-220-9,2024-04-03,2444,2155,21
LIN-EDR-02-2,PRD-MOT-500-2,2025-07-24,1386,1233,43
LIN-WLD-01-9,PRD-CHS-010-9,2024-03-29,767,738,1 min
LIN-WLD-02-9,PRD-CHS-010-9,2025-04-09,968,939,1.1 hrs
LIN-CNC-01-4,PRD-FLG-880-4,2024-04-17,2131,2065,-
LIN-CNC-02-7,PRD-BRK-220-7,2025-06-11,2342,2246,28
LIN-PNT-01,PRD-FLG-880,2026-02-15,986,936,54
LIN-PNT-01-9,PRD-HSG-450-9,2025-10-08,2404,2349,34 min
LIN-CNC-02-6,PRD-BRK-220-6,2026-03-31,3122,3009,1.1 hrs
LIN-PRS-01-7,PRD-BRK-220-7,2025-08-05,2982,2863,61
LIN-CNC-01-9,PRD-VAL-101-9,2024-04-16,1603,1572,26 min
LIN-PNT-01-8,PRD-FLG-880-8,2026-05-20,2662,2598,75 mins
LIN-EDR-02-9,PRD-MOT-500-9,2026-01-29,1298,1232,14
LIN-EDR-02,PRD-MOT-500,2024-03-21,1072,1052,2
LIN-EDR-01-2,PRD-STA-320-2,2025-07-18,1242,1198,3 min
LIN-CNC-01-8,PRD-VAL-101-8,2025-02-05,1546,1533,3 min
LIN-CNC-02-5,PRD-FLG-880-5,2026-02-04,2572,2406,12 min
LIN-WLD-02-7,PRD-CHS-010-7,2024-12-10,947,921,16
LIN-EDR-01-8,PRD-STA-320-8,2025-01-01,941,884,16 min
LIN-CNC-01-10,PRD-FLG-880-10,2024-11-08,1529,1440,16 min
LIN-WLD-02-3,PRD-PLT-005-3,2025-07-28,876,865,99 mins
LIN-PNT-01-2,PRD-FLG-880-2,2026-03-17,3656,3590,163
LIN-CNC-01-6,PRD-FLG-880-6,2025-09-19,1703,1662,1 min
LIN-PNT-01-8,PRD-FLG-880-8,2026-06-25,3038,2880,2
LIN-PNT-01-6,PRD-HSG-450-6,2024-08-29,2736,2687,27
LIN-CNC-02-6,PRD-BRK-220-6,2024-05-15,2779,2642,43 min
LIN-PRS-01-10,PRD-PLT-005-10,2026-06-02,3248,3103,9 min
LIN-CNC-01-9,PRD-FLG-880-9,2024-08-29,1467,1414,2 min
LIN-PRS-01-3,PRD-PLT-005-3,2026-06-16,3245,3094,2 min
LIN-CNC-02-4,PRD-BRK-220-4,2025-07-31,2326,2204,72
LIN-CNC-01-5,PRD-VAL-101-5,2024-09-10,1971,1920,6 min
LIN-EDR-02-8,PRD-MOT-500-8,2024-12-10,1039,1009,164
LIN-PNT-01-9,PRD-HSG-450-9,2024-03-29,2395,2262,39
LIN-WLD-02-2,PRD-PLT-005-2,2024-08-05,908,868,7 min
LIN-CNC-02-3,PRD-BRK-220-3,2025-01-27,2054,2025,7
LIN-PRS-01-5,PRD-PLT-005-5,2024-08-25,893,823,47
LIN-PNT-01-7,PRD-FLG-880-7,2025-12-19,2539,2487,2.0 hrs
LIN-WLD-01-3,PRD-CHS-010-3,2025-09-18,763,752,110 mins
LIN-CNC-01-5,PRD-FLG-880-5,2024-01-09,2221,2182,27
LIN-EDR-01-8,PRD-STA-320-8,2024-11-18,1333,1292,4
LIN-CNC-02-3,PRD-BRK-220-3,2025-12-23,2808,2556,1.4 hrs
LIN-PNT-01,PRD-HSG-450,2024-01-01,3017,2814,126
LIN-CNC-01,PRD-VAL-101,2024-05-22,1596,1547,28
LIN-PNT-01-8,PRD-FLG-880-8,2024-07-23,2703,2478,26 min
LIN-CNC-01-3,PRD-VAL-101-3,2025-02-10,2051,2046,145
LIN-CNC-01-9,PRD-FLG-880-9,2025-04-28,2328,2316,22 min
LIN-PNT-01-2,PRD-FLG-880-2,2024-05-10,2688,2532,11
LIN-WLD-02-5,PRD-CHS-010-5,2026-06-17,1160,1130,23
LIN-EDR-01-3,PRD-STA-320-3,2025-02-25,1279,1241,21
LIN-PNT-01-6,PRD-FLG-880-6,2025-05-01,2807,2688,7 min
LIN-WLD-02-10,PRD-PLT-005-10,2026-04-26,528,523,34 min
LIN-EDR-01-4,PRD-STA-320-4,2024-07-25,1550,1538,13
LIN-PNT-01-9,PRD-FLG-880-9,2025-10-25,856,839,62
LIN-PNT-01-6,PRD-FLG-880-6,2026-02-24,3102,2983,224
LIN-CNC-02-6,PRD-BRK-220-6,2025-01-15,2170,2025,112
LIN-PNT-01-5,PRD-HSG-450-5,2026-06-17,3017,2928,1
LIN-EDR-02-4,PRD-MOT-500-4,2025-07-31,1500,1464,33
LIN-PRS-01-5,PRD-BRK-220-5,2024-04-23,3588,3293,1
LIN-PRS-01-5,PRD-BRK-220-5,2025-12-03,2564,2379,19 min
LIN-EDR-02-8,PRD-MOT-500-8,2025-02-15,435,401,1.2 hrs
LIN-EDR-02,,2024-05-02,,,Line Maintenance
LIN-CNC-01-10,PRD-VAL-101-10,2026-02-06,1502,1460,17 min
LIN-EDR-01-9,PRD-STA-320-9,2024-03-08,903,862,49 min
LIN-CNC-02-3,PRD-BRK-220-3,2025-04-29,1843,1701,42
LIN-PNT-01-8,PRD-FLG-880-8,2025-09-01,2775,2505,3 min
LIN-CNC-01-9,,2026-03-27,,,Line Maintenance
LIN-PRS-01-5,PRD-PLT-005-5,2025-05-05,3546,3467,181
LIN-WLD-02-5,,2026-04-13,,,Line Maintenance
LIN-WLD-01-5,PRD-CHS-010-5,2024-10-02,821,815,136
LIN-WLD-02-5,PRD-PLT-005-5,2024-02-15,1255,1240,189
LIN-WLD-01-8,PRD-CHS-010-8,2024-08-19,1081,1051,25
LIN-CNC-02-9,PRD-BRK-220-9,2025-05-28,2119,2097,16 min
LIN-PRS-01-8,,2025-03-18,,,Line Maintenance
LIN-EDR-01-5,PRD-STA-320-5,2026-06-05,1059,1058,21 min
LIN-EDR-01-5,PRD-STA-320-5,2025-04-30,1560,1545,5
LIN-CNC-02-3,PRD-BRK-220-3,2025-12-22,2552,2531,6
LIN-CNC-01-5,PRD-FLG-880-5,2024-12-27,1868,1724,16 min
LIN-CNC-01-4,PRD-FLG-880-4,2025-02-26,1839,1770,89
LIN-PNT-01-8,PRD-FLG-880-8,2024-09-02,2444,2372,17 min
LIN-EDR-01-10,PRD-STA-320-10,2026-06-27,290,279,123
LIN-WLD-01-4,PRD-CHS-010-4,2025-12-26,975,926,7
LIN-WLD-01-2,PRD-CHS-010-2,2024-10-31,1088,965,19 min
LIN-WLD-02,PRD-PLT-005,2024-03-28,1201,1174,26 min
LIN-WLD-02-4,PRD-PLT-005-4,2025-10-06,790,779,28
LIN-CNC-01-6,PRD-FLG-880-6,2024-05-30,1731,1693,207
LIN-EDR-02-6,PRD-MOT-500-6,2025-09-01,1327,1209,181
LIN-WLD-02-9,PRD-CHS-010-9,2025-03-19,1057,1029,3
LIN-WLD-02-6,PRD-PLT-005-6,2024-01-01,1146,1138,1.3 hrs
LIN-PRS-01-4,PRD-PLT-005-4,2024-07-03,2938,2861,22 min
LIN-CNC-02-4,PRD-BRK-220-4,2025-04-04,2021,1878,9
LIN-WLD-01-8,PRD-CHS-010-8,2024-10-10,1119,1058,253 mins
LIN-WLD-02-8,PRD-PLT-005-8,2025-11-04,856,830,1 min
LIN-CNC-01-4,PRD-FLG-880-4,2024-12-10,1536,1483,215 mins
LIN-WLD-01-3,PRD-CHS-010-3,2026-03-19,1002,939,35
LIN-PNT-01-7,PRD-FLG-880-7,2026-04-30,2139,2005,25 min
LIN-PNT-01-4,PRD-FLG-880-4,2025-08-08,2393,2324,12 min
LIN-EDR-01-4,PRD-STA-320-4,2025-09-22,1502,1482,7 min
LIN-EDR-02,PRD-MOT-500,2025-05-03,586,574,31 min
LIN-CNC-01-6,PRD-FLG-880-6,2026-06-14,701,660,3 min
LIN-CNC-02-5,PRD-FLG-880-5,2025-04-09,2002,1948,2 min
LIN-PNT-01-2,PRD-FLG-880-2,2024-07-22,2148,2087,21
LIN-WLD-02-4,PRD-CHS-010-4,2026-05-20,1288,1257,49
LIN-PNT-01-4,PRD-FLG-880-4,2026-06-11,3756,3648,5
LIN-WLD-02-5,PRD-PLT-005-5,2024-11-05,966,912,275 mins
LIN-PRS-01-6,PRD-PLT-005-6,2026-01-15,3724,3656,81 mins
LIN-WLD-01-3,PRD-CHS-010-3,2025-04-07,928,865,75 mins
LIN-CNC-02-10,PRD-FLG-880-10,2024-11-12,3039,3004,75
LIN-CNC-01-8,PRD-FLG-880-8,2024-05-22,2146,2133,39 min
LIN-CNC-01-9,PRD-FLG-880-9,2025-08-06,1703,1640,117 mins
LIN-PNT-01-6,PRD-FLG-880-6,2024-08-12,2128,2031,54 min
LIN-CNC-02,PRD-BRK-220,2025-09-02,2378,2334,23 min
LIN-WLD-02-5,PRD-CHS-010-5,2026-04-03,1086,1012,4 min
LIN-CNC-01-4,PRD-VAL-101-4,2024-10-30,1924,1898,27
LIN-PRS-01-5,PRD-BRK-220-5,2024-04-05,2693,2460,128
LIN-WLD-01-5,PRD-CHS-010-5,2025-08-18,921,844,17 min
LIN-WLD-01-7,PRD-CHS-010-7,2025-05-06,993,982,21
LIN-PNT-01-4,PRD-FLG-880-4,2026-04-08,2827,2775,2.3 hrs
LIN-EDR-01-8,PRD-STA-320-8,2025-10-15,1144,1106,24
LIN-PRS-01-2,PRD-BRK-220-2,2025-04-22,3528,3276,45
LIN-CNC-01,PRD-FLG-880,2025-10-30,2109,1989,3.2 hrs
LIN-PRS-01-3,PRD-PLT-005-3,2024-08-02,2658,2565,6 min
LIN-WLD-01-4,PRD-CHS-010-4,2025-11-21,1136,1127,1.6 hrs
LIN-WLD-01-8,PRD-CHS-010-8,2024-10-11,999,985,7
LIN-WLD-02-8,PRD-CHS-010-8,2025-08-18,965,952,159
LIN-EDR-02,PRD-MOT-500,2024-03-19,1627,1494,21 min
LIN-CNC-01-7,PRD-VAL-101-7,2026-05-27,1484,1385,33 min
LIN-CNC-02-5,PRD-BRK-220-5,2025-04-30,2656,2505,1 min
LIN-EDR-02-4,PRD-MOT-500-4,2024-03-13,1091,1061,1
LIN-CNC-01-9,PRD-VAL-101-9,2024-06-20,1749,1702,23 min
LIN-WLD-02,PRD-CHS-010,2024-08-30,1047,1009,56 min
LIN-EDR-01-8,PRD-STA-320-8,2024-03-29,1277,1201,8 min
LIN-EDR-02-6,PRD-MOT-500-6,2026-06-30,1401,1332,12
LIN-CNC-01-5,PRD-VAL-101-5,2024-02-23,1706,1621,107 mins
LIN-PNT-01-3,PRD-HSG-450-3,2025-04-08,3095,2974,2 min
LIN-PNT-01-8,PRD-FLG-880-8,2025-06-03,2792,2670,51
LIN-PNT-01-6,PRD-HSG-450-6,2025-10-21,2666,2472,118 mins
LIN-PRS-01-9,PRD-PLT-005-9,2024-06-26,2390,2311,2 min
LIN-PNT-01-6,PRD-HSG-450-6,2024-05-06,3173,3130,12 min
LIN-EDR-02-10,PRD-MOT-500-10,2026-04-13,1214,1163,24 min
LIN-CNC-02-8,PRD-BRK-220-8,2024-02-22,2753,2630,32
LIN-WLD-01-5,PRD-CHS-010-5,2024-10-23,927,892,16
LIN-PNT-01-6,PRD-FLG-880-6,2026-06-08,3106,2880,17
LIN-EDR-02-3,PRD-MOT-500-3,2025-09-19,1103,1081,6
LIN-WLD-01-7,PRD-CHS-010-7,2025-10-05,222,219,34 min
LIN-WLD-02-4,PRD-PLT-005-4,2024-07-16,1154,1108,2
LIN-PNT-01-4,PRD-HSG-450-4,2025-10-09,2591,2547,4 min
LIN-PNT-01-7,PRD-FLG-880-7,2024-08-14,3050,2930,3
LIN-PRS-01-7,PRD-PLT-005-7,2026-04-24,2202,2128,17
LIN-PNT-01-2,PRD-HSG-450-2,2025-10-30,3001,2966,23 min
LIN-CNC-01-5,PRD-FLG-880-5,2024-05-09,2445,2339,11
LIN-WLD-02,PRD-CHS-010,2025-02-14,1284,1259,39 min
LIN-PNT-01-6,PRD-FLG-880-6,2024-01-10,3309,3267,16 min
LIN-CNC-02-7,PRD-BRK-220-7,2024-10-25,2136,2119,60
LIN-CNC-01-8,PRD-VAL-101-8,2024-02-08,2109,2061,49 min
LIN-WLD-02-8,PRD-CHS-010-8,2026-05-25,1331,1283,33 min
LIN-CNC-02,PRD-FLG-880,2026-01-30,1868,1805,23
LIN-PNT-01-8,PRD-FLG-880-8,2024-12-11,3325,3183,11
LIN-WLD-01-2,PRD-CHS-010-2,2026-05-27,938,917,104 mins
LIN-CNC-01,PRD-FLG-880,2024-02-09,1535,1424,37
LIN-EDR-01-10,PRD-STA-320-10,2024-04-30,1389,1375,15 min
LIN-CNC-01-5,PRD-VAL-101-5,2024-01-05,2422,2396,0
LIN-CNC-01-3,PRD-FLG-880-3,2026-02-12,1401,1385,31
LIN-PRS-01-10,PRD-PLT-005-10,2025-05-20,2528,2474,23 min
LIN-CNC-01-3,PRD-VAL-101-3,2025-05-15,2204,2160,35
LIN-CNC-01-6,PRD-FLG-880-6,2024-10-10,2090,2034,17 min
LIN-CNC-02-2,PRD-FLG-880-2,2025-01-07,2520,2435,25 min
LIN-WLD-01-4,PRD-CHS-010-4,2026-02-06,763,744,184 mins
LIN-PRS-01-4,PRD-PLT-005-4,2025-02-20,3233,3178,22 min
LIN-PNT-01-4,PRD-HSG-450-4,2025-12-23,2118,2112,None
LIN-EDR-02,PRD-MOT-500,2025-03-12,1409,1328,25 min
LIN-WLD-01-8,PRD-CHS-010-8,2025-06-16,1008,982,53
LIN-WLD-02-10,PRD-CHS-010-10,2024-03-28,911,887,89
LIN-PNT-01-10,PRD-FLG-880-10,2025-12-27,914,876,85 mins
LIN-CNC-02-3,PRD-FLG-880-3,2024-12-18,2690,2630,29
LIN-EDR-01-6,PRD-STA-320-6,2025-11-20,1588,1476,18
LIN-PNT-01-7,,2024-03-12,,,Line Maintenance
LIN-PNT-01-6,PRD-HSG-450-6,2025-11-04,2236,2200,23
LIN-WLD-01,PRD-CHS-010,2024-01-01,1008,972,122 mins
LIN-CNC-02-6,PRD-FLG-880-6,2024-02-18,1025,940,33 min
LIN-CNC-01-2,PRD-FLG-880-2,2024-10-15,1894,1855,13 min
LIN-EDR-02-2,PRD-MOT-500-2,2024-02-27,1579,1518,67
LIN-CNC-02-2,PRD-FLG-880-2,2024-07-25,2655,2543,3 min
LIN-WLD-02,PRD-PLT-005,2025-03-31,894,817,26 min
LIN-WLD-01-4,PRD-CHS-010-4,2026-02-16,996,979,1
LIN-CNC-02,PRD-BRK-220,2024-04-24,2449,2394,29 min
LIN-EDR-01-7,PRD-STA-320-7,2024-07-18,1290,1273,159
LIN-WLD-02-9,PRD-PLT-005-9,2026-02-17,1040,971,140 mins
LIN-WLD-02-5,PRD-PLT-005-5,2024-01-06,310,287,11 min
LIN-PNT-01-6,PRD-HSG-450-6,2024-03-21,3532,3328,180 mins
LIN-CNC-02-4,PRD-BRK-220-4,2024-05-15,2243,2212,52 min
LIN-WLD-01-8,PRD-CHS-010-8,2025-07-25,988,932,37 min
LIN-EDR-01-4,PRD-STA-320-4,2024-10-18,1472,1380,31
LIN-EDR-02-9,PRD-MOT-500-9,2026-05-14,1382,1353,14 min
LIN-PNT-01-2,PRD-FLG-880-2,2025-06-30,3089,2990,20
LIN-EDR-02-2,PRD-MOT-500-2,2025-03-06,1392,1305,18
LIN-PNT-01-9,PRD-FLG-880-9,2025-11-20,3273,2919,196
LIN-PRS-01-5,PRD-BRK-220-5,2024-08-20,3351,3259,3
LIN-CNC-02-8,PRD-BRK-220-8,2024-02-21,2055,1738,36 min
LIN-PRS-01-7,PRD-PLT-005-7,2024-11-15,2339,2073,None
LIN-WLD-02-8,PRD-CHS-010-8,2026-02-02,1051,1031,1.1 hrs
LIN-PNT-01-3,PRD-HSG-450-3,2025-03-12,3113,3103,1.1 hrs
LIN-WLD-01-3,PRD-CHS-010-3,2024-03-30,229,216,34
LIN-WLD-02-8,PRD-PLT-005-8,2024-06-20,1395,1358,24
LIN-EDR-02-5,PRD-MOT-500-5,2025-03-06,1144,1122,24 min
LIN-CNC-02-4,PRD-BRK-220-4,2025-12-15,2711,2602,29
LIN-EDR-02-5,PRD-MOT-500-5,2024-04-20,587,544,156 mins
LIN-WLD-02-3,,2024-05-28,,,Line Maintenance
LIN-PRS-01-4,PRD-PLT-005-4,2024-10-15,3274,3039,1.9 hrs
LIN-CNC-01-4,PRD-FLG-880-4,2025-12-05,2287,2103,65
LIN-PRS-01-2,PRD-BRK-220-2,2026-01-30,3155,3006,79
LIN-WLD-01-3,PRD-CHS-010-3,2024-02-17,281,280,35 min
LIN-PRS-01-3,PRD-BRK-220-3,2025-11-07,2967,2857,8
LIN-CNC-02-10,PRD-FLG-880-10,2025-01-28,2104,2038,40 min
LIN-EDR-02-6,PRD-MOT-500-6,2024-03-14,1367,1257,5 min
LIN-CNC-01-10,PRD-FLG-880-10,2024-07-25,1745,1679,15 min
LIN-PRS-01-10,PRD-BRK-220-10,2026-05-25,2408,2353,2.1 hrs
LIN-WLD-02-10,PRD-PLT-005-10,2026-02-04,1142,1124,27 min
LIN-WLD-02-9,PRD-PLT-005-9,2024-07-23,1397,1385,3
LIN-WLD-02-5,PRD-CHS-010-5,2026-05-19,1021,960,64 mins
LIN-PNT-01-5,PRD-HSG-450-5,2025-06-02,3603,3593,25
LIN-CNC-02-7,PRD-BRK-220-7,2026-04-30,2001,1854,6
LIN-CNC-02-4,PRD-FLG-880-4,2026-02-18,3109,3066,35
LIN-PRS-01-7,PRD-BRK-220-7,2025-01-24,3678,3528,168
LIN-PNT-01-5,PRD-HSG-450-5,2024-11-19,3061,2842,57 min
LIN-EDR-01-9,PRD-STA-320-9,2024-04-13,327,303,6
LIN-PRS-01-7,PRD-PLT-005-7,2025-03-13,3093,2975,11 min
LIN-PRS-01-5,PRD-BRK-220-5,2024-11-20,3655,3581,3
LIN-PNT-01-8,PRD-FLG-880-8,2026-05-22,2519,2491,58
LIN-WLD-02-2,PRD-CHS-010-2,2025-08-16,315,297,92
LIN-CNC-01-4,PRD-VAL-101-4,2024-08-19,1868,1836,45
LIN-CNC-02-5,PRD-FLG-880-5,2026-03-19,2909,2746,6 min
LIN-PRS-01-5,PRD-PLT-005-5,2026-01-21,2412,2304,12
LIN-EDR-02-8,PRD-MOT-500-8,2024-08-29,1151,1083,40
LIN-PNT-01-2,PRD-FLG-880-2,2025-10-09,3685,3477,56 min
LIN-PRS-01-4,PRD-BRK-220-4,2026-03-19,2892,2787,50
LIN-CNC-02-5,PRD-FLG-880-5,2024-08-15,2064,2028,93 mins
LIN-WLD-02-4,PRD-CHS-010-4,2026-06-12,861,847,196 mins
LIN-PNT-01-5,PRD-FLG-880-5,2025-11-25,2470,2406,82 mins
LIN-CNC-02-7,PRD-BRK-220-7,2024-02-19,2185,2067,5 min
LIN-EDR-02-8,PRD-MOT-500-8,2024-07-18,1402,1332,56 min
LIN-PNT-01-7,PRD-FLG-880-7,2024-03-28,2412,2334,11
LIN-PNT-01-7,PRD-HSG-450-7,2026-04-28,3061,3052,3.2 hrs
LIN-PRS-01-6,PRD-PLT-005-6,2024-09-03,2739,2707,10
LIN-CNC-01-9,PRD-VAL-101-9,2025-02-18,2431,2229,7
LIN-CNC-02-10,PRD-BRK-220-10,2024-12-12,2389,2305,17
LIN-PRS-01-10,PRD-PLT-005-10,2024-07-23,2545,2380,12
LIN-PRS-01-7,PRD-BRK-220-7,2026-05-28,2986,2833,12
LIN-PRS-01-10,PRD-BRK-220-10,2024-11-25,3757,3599,47
LIN-CNC-01-2,PRD-VAL-101-2,2026-02-17,1709,1704,5
LIN-EDR-02-9,PRD-MOT-500-9,2025-09-02,1215,1205,26 min
LIN-PRS-01,PRD-PLT-005,2026-02-26,3301,3226,23
